

pwl	ợ
jwfq	đuỡng
jwnq	đuỡn
jwmq	đuỡm
jwvq	đuỡp
jwrq	đuỡt

joa	đõ
joua	đõu
joja	đõi
joca	đõc
jofa	đõng
jona	đõn
joma	đõm
jova	đõp
jora	đõt

joq	đoõ
jouq	đoõu
jojq	đoõi
jocq	đoõc
jofq	đoõng
jonq	đoõn
jomq	đoõm
jovq	đoõp
jorq	đoõt

jaa	đã
jaua	đão
jaja	đãi
jaca	đãc
jafa	đãng
jana	đãn
jama	đãm
java	đãp
jara	đãt

jaq	đoã
jauq	đoão
jajq	đoãi
jacq	đoãc
jafq	đoãng
janq	đoãn
jamq	đoãm
javq	đoãp
jarq	đoãt

jea	đẽ
jeua	đẽo
jeja	đẽi
jeca	đẽc
jefa	đẽng
jena	đẽn
jema	đẽm
jeva	đẽp
jera	đẽt

jeq	đoẽ
jeuq	đoẽo
jejq	đoẽi
jecq	đoẽc
jefq	đoẽng
jenq	đoẽn
jemq	đoẽm
jevq	đoẽp
jerq	đoẽt

jda	đễ
jdua	đễu
jdja	đễy
jdca	đễch
jdfa	đễnh
jdna	đễn
jdma	đễm
jdva	đễp
jdra	đễt

jdq	đuễ
jduq	đuễu
jdjq	đuễy
jdcq	đuễch
jdfq	đuễnh
jdnq	đuễn
jdmq	đuễm
jdvq	đuễp
jdrq	đuễt

jia	đĩ
jiua	đĩu
jija	đỹ
jica	đĩch
jifa	đĩnh
jina	đĩn
jima	đĩm
jiva	đĩp
jira	đĩt

jiq	đuĩ
jiuq	đuỹu
jijq	đuỹ
jicq	đuỹch
jifq	đuỹnh
jinq	đuỹn
jimq	đuỹm
jivq	đuỹp
jirq	đuỹt

jka	đĩa
jkua	điễu
jkja	điễy
jkca	điễc
jkfa	điễng
jkna	điễn
jkma	điễm
jkva	điễp
jkra	điễt

jkq	đuỹa
jkuq	đuyễu
jkjq	đuyễy
jkcq	đuyễc
jkfq	đuyễng
jknq	đuyễn
jkmq	đuyễm
jkvq	đuyễp
jkrq	đuyễt

jla	đỗ
jlua	đỗu
jlja	đỗi
jlca	đỗc
jlfa	đỗng
jlna	đỗn
jlma	đỗm
jlva	đỗp
jlra	đỗt

jlq	đoỗ
jluq	đoỗu
jljq	đoỗi
jlcq	đoỗc
jlfq	đoỗng
jlnq	đoỗn
jlmq	đoỗm
jlvq	đoỗp
jlrq	đoỗt

jsa	đãnh
jsua	đẫu
jsja	đẫy
jsca	đẫc
jsfa	đẫng
jsna	đẫn
jsma	đẫm
jsva	đẫp
jsra	đẫt

jsq	đoãnh
jsuq	đuẫu
jsjq	đuẫy
jscq	đuẫc
jsfq	đuẫng
jsnq	đuẫn
jsmq	đuẫm
jsvq	đuẫp
jsrq	đuẫt

jqa	đãch
jqua	đãu
jqja	đãy
jqca	đẵc
jqfa	đẵng
jqna	đẵn
jqma	đẵm
jqva	đẵp
jqra	đẵt

jqq	đoãch
jquq	đoãu
jqjq	đoãy
jqcq	đoẵc
jqfq	đoẵng
jqnq	đoẵn
jqmq	đoẵm
jqvq	đoẵp
jqrq	đoẵt

jta	đữ
jtua	đữu
jtja	đữi
jtca	đữc
jtfa	đững
jtna	đữn
jtma	đữm
jtva	đữp
jtra	đữt

jtq	đữa
jtuq	đưỡu
jtjq	đưỡi
jtcq	đưỡc
jtfq	đưỡng
jtnq	đưỡn
jtmq	đưỡm
jtvq	đưỡp
jtrq	đưỡt

jpa	đũ
jpua	đũu
jpja	đũi
jpca	đũc
jpfa	đũng
jpna	đũn
jpma	đũm
jpva	đũp
jpra	đũt

jpq	đũa
jpuq	đuỗu
jpjq	đuỗi
jpcq	đuỗc
jpfq	đuỗng
jpnq	đuỗn
jpmq	đuỗm
jpvq	đuỗp
jprq	đuỗt

dwa	dỡ
dwua	dỡu
dwja	dỡi
dwca	dỡc
dwfa	dỡng
dwna	dỡn
dwma	dỡm
dwva	dỡp
dwra	dỡt

dwq	duỡ
dwuq	duỡu
dwjq	duỡi
dwcq	duỡc
dwfq	duỡng
dwnq	duỡn
dwmq	duỡm
dwvq	duỡp
dwrq	duỡt

doa	dõ
doua	dõu
doja	dõi
doca	dõc
dofa	dõng
dona	dõn
doma	dõm
dova	dõp
dora	dõt

doq	doõ
douq	doõu
dojq	doõi
docq	doõc
dofq	doõng
donq	doõn
domq	doõm
dovq	doõp
dorq	doõt

daa	dã
daua	dão
daja	dãi
daca	dãc
dafa	dãng
dana	dãn
dama	dãm
dava	dãp
dara	dãt

daq	doã
dauq	doão
dajq	doãi
dacq	doãc
dafq	doãng
danq	doãn
damq	doãm
davq	doãp
darq	doãt

dea	dẽ
deua	dẽo
deja	dẽi
deca	dẽc
defa	dẽng
dena	dẽn
dema	dẽm
deva	dẽp
dera	dẽt

deq	doẽ
deuq	doẽo
dejq	doẽi
decq	doẽc
defq	doẽng
denq	doẽn
demq	doẽm
devq	doẽp
derq	doẽt

dda	dễ
ddua	dễu
ddja	dễy
ddca	dễch
ddfa	dễnh
ddna	dễn
ddma	dễm
ddva	dễp
ddra	dễt

ddq	duễ
dduq	duễu
ddjq	duễy
ddcq	duễch
ddfq	duễnh
ddnq	duễn
ddmq	duễm
ddvq	duễp
ddrq	duễt

dia	dĩ
diua	dĩu
dija	dỹ
dica	dĩch
difa	dĩnh
dina	dĩn
dima	dĩm
diva	dĩp
dira	dĩt

diq	duĩ
diuq	duỹu
dijq	duỹ
dicq	duỹch
difq	duỹnh
dinq	duỹn
dimq	duỹm
divq	duỹp
dirq	duỹt

dka	dĩa
dkua	diễu
dkja	diễy
dkca	diễc
dkfa	diễng
dkna	diễn
dkma	diễm
dkva	diễp
dkra	diễt

dkq	duỹa
dkuq	duyễu
dkjq	duyễy
dkcq	duyễc
dkfq	duyễng
dknq	duyễn
dkmq	duyễm
dkvq	duyễp
dkrq	duyễt

dla	dỗ
dlua	dỗu
dlja	dỗi
dlca	dỗc
dlfa	dỗng
dlna	dỗn
dlma	dỗm
dlva	dỗp
dlra	dỗt

dlq	doỗ
dluq	doỗu
dljq	doỗi
dlcq	doỗc
dlfq	doỗng
dlnq	doỗn
dlmq	doỗm
dlvq	doỗp
dlrq	doỗt

dsa	dãnh
dsua	dẫu
dsja	dẫy
dsca	dẫc
dsfa	dẫng
dsna	dẫn
dsma	dẫm
dsva	dẫp
dsra	dẫt

dsq	doãnh
dsuq	duẫu
dsjq	duẫy
dscq	duẫc
dsfq	duẫng
dsnq	duẫn
dsmq	duẫm
dsvq	duẫp
dsrq	duẫt

dqa	dãch
dqua	dãu
dqja	dãy
dqca	dẵc
dqfa	dẵng
dqna	dẵn
dqma	dẵm
dqva	dẵp
dqra	dẵt

dqq	doãch
dquq	doãu
dqjq	doãy
dqcq	doẵc
dqfq	doẵng
dqnq	doẵn
dqmq	doẵm
dqvq	doẵp
dqrq	doẵt

dta	dữ
dtua	dữu
dtja	dữi
dtca	dữc
dtfa	dững
dtna	dữn
dtma	dữm
dtva	dữp
dtra	dữt

dtq	dữa
dtuq	dưỡu
dtjq	dưỡi
dtcq	dưỡc
dtfq	dưỡng
dtnq	dưỡn
dtmq	dưỡm
dtvq	dưỡp
dtrq	dưỡt

dpa	dũ
dpua	dũu
dpja	dũi
dpca	dũc
dpfa	dũng
dpna	dũn
dpma	dũm
dpva	dũp
dpra	dũt

dpq	dũa
dpuq	duỗu
dpjq	duỗi
dpcq	duỗc
dpfq	duỗng
dpnq	duỗn
dpmq	duỗm
dpvq	duỗp
dprq	duỗt

uwa	chỡ
uwua	chỡu
uwja	chỡi
uwca	chỡc
uwfa	chỡng
uwna	chỡn
uwma	chỡm
uwva	chỡp
uwra	chỡt

uwq	chuỡ
uwuq	chuỡu
uwjq	chuỡi
uwcq	chuỡc
uwfq	chuỡng
uwnq	chuỡn
uwmq	chuỡm
uwvq	chuỡp
uwrq	chuỡt

uoa	chõ
uoua	chõu
uoja	chõi
uoca	chõc
uofa	chõng
uona	chõn
uoma	chõm
uova	chõp
uora	chõt

uoq	choõ
uouq	choõu
uojq	choõi
uocq	choõc
uofq	choõng
uonq	choõn
uomq	choõm
uovq	choõp
uorq	choõt

uaa	chã
uaua	chão
uaja	chãi
uaca	chãc
uafa	chãng
uana	chãn
uama	chãm
uava	chãp
uara	chãt

uaq	choã
uauq	choão
uajq	choãi
uacq	choãc
uafq	choãng
uanq	choãn
uamq	choãm
uavq	choãp
uarq	choãt

uea	chẽ
ueua	chẽo
ueja	chẽi
ueca	chẽc
uefa	chẽng
uena	chẽn
uema	chẽm
ueva	chẽp
uera	chẽt

ueq	choẽ
ueuq	choẽo
uejq	choẽi
uecq	choẽc
uefq	choẽng
uenq	choẽn
uemq	choẽm
uevq	choẽp
uerq	choẽt

uda	chễ
udua	chễu
udja	chễy
udca	chễch
udfa	chễnh
udna	chễn
udma	chễm
udva	chễp
udra	chễt

udq	chuễ
uduq	chuễu
udjq	chuễy
udcq	chuễch
udfq	chuễnh
udnq	chuễn
udmq	chuễm
udvq	chuễp
udrq	chuễt

uia	chĩ
uiua	chĩu
uija	chỹ
uica	chĩch
uifa	chĩnh
uina	chĩn
uima	chĩm
uiva	chĩp
uira	chĩt

uiq	chuĩ
uiuq	chuỹu
uijq	chuỹ
uicq	chuỹch
uifq	chuỹnh
uinq	chuỹn
uimq	chuỹm
uivq	chuỹp
uirq	chuỹt

uka	chĩa
ukua	chiễu
ukja	chiễy
ukca	chiễc
ukfa	chiễng
ukna	chiễn
ukma	chiễm
ukva	chiễp
ukra	chiễt

ukq	chuỹa
ukuq	chuyễu
ukjq	chuyễy
ukcq	chuyễc
ukfq	chuyễng
uknq	chuyễn
ukmq	chuyễm
ukvq	chuyễp
ukrq	chuyễt

ula	chỗ
ulua	chỗu
ulja	chỗi
ulca	chỗc
ulfa	chỗng
ulna	chỗn
ulma	chỗm
ulva	chỗp
ulra	chỗt

ulq	choỗ
uluq	choỗu
uljq	choỗi
ulcq	choỗc
ulfq	choỗng
ulnq	choỗn
ulmq	choỗm
ulvq	choỗp
ulrq	choỗt

usa	chãnh
usua	chẫu
usja	chẫy
usca	chẫc
usfa	chẫng
usna	chẫn
usma	chẫm
usva	chẫp
usra	chẫt

usq	choãnh
usuq	chuẫu
usjq	chuẫy
uscq	chuẫc
usfq	chuẫng
usnq	chuẫn
usmq	chuẫm
usvq	chuẫp
usrq	chuẫt

uqa	chãch
uqua	chãu
uqja	chãy
uqca	chẵc
uqfa	chẵng
uqna	chẵn
uqma	chẵm
uqva	chẵp
uqra	chẵt

uqq	choãch
uquq	choãu
uqjq	choãy
uqcq	choẵc
uqfq	choẵng
uqnq	choẵn
uqmq	choẵm
uqvq	choẵp
uqrq	choẵt

uta	chữ
utua	chữu
utja	chữi
utca	chữc
utfa	chững
utna	chữn
utma	chữm
utva	chữp
utra	chữt

utq	chữa
utuq	chưỡu
utjq	chưỡi
utcq	chưỡc
utfq	chưỡng
utnq	chưỡn
utmq	chưỡm
utvq	chưỡp
utrq	chưỡt

upa	chũ
upua	chũu
upja	chũi
upca	chũc
upfa	chũng
upna	chũn
upma	chũm
upva	chũp
upra	chũt

upq	chũa
upuq	chuỗu
upjq	chuỗi
upcq	chuỗc
upfq	chuỗng
upnq	chuỗn
upmq	chuỗm
upvq	chuỗp
uprq	chuỗt

owa	trỡ
owua	trỡu
owja	trỡi
owca	trỡc
owfa	trỡng
owna	trỡn
owma	trỡm
owva	trỡp
owra	trỡt

owq	truỡ
owuq	truỡu
owjq	truỡi
owcq	truỡc
owfq	truỡng
ownq	truỡn
owmq	truỡm
owvq	truỡp
owrq	truỡt

ooa	trõ
ooua	trõu
ooja	trõi
ooca	trõc
oofa	trõng
oona	trõn
ooma	trõm
oova	trõp
oora	trõt

ooq	troõ
oouq	troõu
oojq	troõi
oocq	troõc
oofq	troõng
oonq	troõn
oomq	troõm
oovq	troõp
oorq	troõt

oaa	trã
oaua	trão
oaja	trãi
oaca	trãc
oafa	trãng
oana	trãn
oama	trãm
oava	trãp
oara	trãt

oaq	troã
oauq	troão
oajq	troãi
oacq	troãc
oafq	troãng
oanq	troãn
oamq	troãm
oavq	troãp
oarq	troãt

oea	trẽ
oeua	trẽo
oeja	trẽi
oeca	trẽc
oefa	trẽng
oena	trẽn
oema	trẽm
oeva	trẽp
oera	trẽt

oeq	troẽ
oeuq	troẽo
oejq	troẽi
oecq	troẽc
oefq	troẽng
oenq	troẽn
oemq	troẽm
oevq	troẽp
oerq	troẽt

oda	trễ
odua	trễu
odja	trễy
odca	trễch
odfa	trễnh
odna	trễn
odma	trễm
odva	trễp
odra	trễt

odq	truễ
oduq	truễu
odjq	truễy
odcq	truễch
odfq	truễnh
odnq	truễn
odmq	truễm
odvq	truễp
odrq	truễt

oia	trĩ
oiua	trĩu
oija	trỹ
oica	trĩch
oifa	trĩnh
oina	trĩn
oima	trĩm
oiva	trĩp
oira	trĩt

oiq	truĩ
oiuq	truỹu
oijq	truỹ
oicq	truỹch
oifq	truỹnh
oinq	truỹn
oimq	truỹm
oivq	truỹp
oirq	truỹt

oka	trĩa
okua	triễu
okja	triễy
okca	triễc
okfa	triễng
okna	triễn
okma	triễm
okva	triễp
okra	triễt

okq	truỹa
okuq	truyễu
okjq	truyễy
okcq	truyễc
okfq	truyễng
oknq	truyễn
okmq	truyễm
okvq	truyễp
okrq	truyễt

ola	trỗ
olua	trỗu
olja	trỗi
olca	trỗc
olfa	trỗng
olna	trỗn
olma	trỗm
olva	trỗp
olra	trỗt

olq	troỗ
oluq	troỗu
oljq	troỗi
olcq	troỗc
olfq	troỗng
olnq	troỗn
olmq	troỗm
olvq	troỗp
olrq	troỗt

osa	trãnh
osua	trẫu
osja	trẫy
osca	trẫc
osfa	trẫng
osna	trẫn
osma	trẫm
osva	trẫp
osra	trẫt

osq	troãnh
osuq	truẫu
osjq	truẫy
oscq	truẫc
osfq	truẫng
osnq	truẫn
osmq	truẫm
osvq	truẫp
osrq	truẫt

oqa	trãch
oqua	trãu
oqja	trãy
oqca	trẵc
oqfa	trẵng
oqna	trẵn
oqma	trẵm
oqva	trẵp
oqra	trẵt

oqq	troãch
oquq	troãu
oqjq	troãy
oqcq	troẵc
oqfq	troẵng
oqnq	troẵn
oqmq	troẵm
oqvq	troẵp
oqrq	troẵt

ota	trữ
otua	trữu
otja	trữi
otca	trữc
otfa	trững
otna	trữn
otma	trữm
otva	trữp
otra	trữt

otq	trữa
otuq	trưỡu
otjq	trưỡi
otcq	trưỡc
otfq	trưỡng
otnq	trưỡn
otmq	trưỡm
otvq	trưỡp
otrq	trưỡt

opa	trũ
opua	trũu
opja	trũi
opca	trũc
opfa	trũng
opna	trũn
opma	trũm
opva	trũp
opra	trũt

opq	trũa
opuq	truỗu
opjq	truỗi
opcq	truỗc
opfq	truỗng
opnq	truỗn
opmq	truỗm
opvq	truỗp
oprq	truỗt

rwa	rỡ
rwua	rỡu
rwja	rỡi
rwca	rỡc
rwfa	rỡng
rwna	rỡn
rwma	rỡm
rwva	rỡp
rwra	rỡt

rwq	ruỡ
rwuq	ruỡu
rwjq	ruỡi
rwcq	ruỡc
rwfq	ruỡng
rwnq	ruỡn
rwmq	ruỡm
rwvq	ruỡp
rwrq	ruỡt

roa	rõ
roua	rõu
roja	rõi
roca	rõc
rofa	rõng
rona	rõn
roma	rõm
rova	rõp
rora	rõt

roq	roõ
rouq	roõu
rojq	roõi
rocq	roõc
rofq	roõng
ronq	roõn
romq	roõm
rovq	roõp
rorq	roõt

raa	rã
raua	rão
raja	rãi
raca	rãc
rafa	rãng
rana	rãn
rama	rãm
rava	rãp
rara	rãt

raq	roã
rauq	roão
rajq	roãi
racq	roãc
rafq	roãng
ranq	roãn
ramq	roãm
ravq	roãp
rarq	roãt

rea	rẽ
reua	rẽo
reja	rẽi
reca	rẽc
refa	rẽng
rena	rẽn
rema	rẽm
reva	rẽp
rera	rẽt

req	roẽ
reuq	roẽo
rejq	roẽi
recq	roẽc
refq	roẽng
renq	roẽn
remq	roẽm
revq	roẽp
rerq	roẽt

rda	rễ
rdua	rễu
rdja	rễy
rdca	rễch
rdfa	rễnh
rdna	rễn
rdma	rễm
rdva	rễp
rdra	rễt

rdq	ruễ
rduq	ruễu
rdjq	ruễy
rdcq	ruễch
rdfq	ruễnh
rdnq	ruễn
rdmq	ruễm
rdvq	ruễp
rdrq	ruễt

ria	rĩ
riua	rĩu
rija	rỹ
rica	rĩch
rifa	rĩnh
rina	rĩn
rima	rĩm
riva	rĩp
rira	rĩt

riq	ruĩ
riuq	ruỹu
rijq	ruỹ
ricq	ruỹch
rifq	ruỹnh
rinq	ruỹn
rimq	ruỹm
rivq	ruỹp
rirq	ruỹt

rka	rĩa
rkua	riễu
rkja	riễy
rkca	riễc
rkfa	riễng
rkna	riễn
rkma	riễm
rkva	riễp
rkra	riễt

rkq	ruỹa
rkuq	ruyễu
rkjq	ruyễy
rkcq	ruyễc
rkfq	ruyễng
rknq	ruyễn
rkmq	ruyễm
rkvq	ruyễp
rkrq	ruyễt

rla	rỗ
rlua	rỗu
rlja	rỗi
rlca	rỗc
rlfa	rỗng
rlna	rỗn
rlma	rỗm
rlva	rỗp
rlra	rỗt

rlq	roỗ
rluq	roỗu
rljq	roỗi
rlcq	roỗc
rlfq	roỗng
rlnq	roỗn
rlmq	roỗm
rlvq	roỗp
rlrq	roỗt

rsa	rãnh
rsua	rẫu
rsja	rẫy
rsca	rẫc
rsfa	rẫng
rsna	rẫn
rsma	rẫm
rsva	rẫp
rsra	rẫt

rsq	roãnh
rsuq	ruẫu
rsjq	ruẫy
rscq	ruẫc
rsfq	ruẫng
rsnq	ruẫn
rsmq	ruẫm
rsvq	ruẫp
rsrq	ruẫt

rqa	rãch
rqua	rãu
rqja	rãy
rqca	rẵc
rqfa	rẵng
rqna	rẵn
rqma	rẵm
rqva	rẵp
rqra	rẵt

rqq	roãch
rquq	roãu
rqjq	roãy
rqcq	roẵc
rqfq	roẵng
rqnq	roẵn
rqmq	roẵm
rqvq	roẵp
rqrq	roẵt

rta	rữ
rtua	rữu
rtja	rữi
rtca	rữc
rtfa	rững
rtna	rữn
rtma	rữm
rtva	rữp
rtra	rữt

rtq	rữa
rtuq	rưỡu
rtjq	rưỡi
rtcq	rưỡc
rtfq	rưỡng
rtnq	rưỡn
rtmq	rưỡm
rtvq	rưỡp
rtrq	rưỡt

rpa	rũ
rpua	rũu
rpja	rũi
rpca	rũc
rpfa	rũng
rpna	rũn
rpma	rũm
rpva	rũp
rpra	rũt

rpq	rũa
rpuq	ruỗu
rpjq	ruỗi
rpcq	ruỗc
rpfq	ruỗng
rpnq	ruỗn
rpmq	ruỗm
rpvq	ruỗp
rprq	ruỗt

lwa	lỡ
lwua	lỡu
lwja	lỡi
lwca	lỡc
lwfa	lỡng
lwna	lỡn
lwma	lỡm
lwva	lỡp
lwra	lỡt

lwq	luỡ
lwuq	luỡu
lwjq	luỡi
lwcq	luỡc
lwfq	luỡng
lwnq	luỡn
lwmq	luỡm
lwvq	luỡp
lwrq	luỡt

loa	lõ
loua	lõu
loja	lõi
loca	lõc
lofa	lõng
lona	lõn
loma	lõm
lova	lõp
lora	lõt

loq	loõ
louq	loõu
lojq	loõi
locq	loõc
lofq	loõng
lonq	loõn
lomq	loõm
lovq	loõp
lorq	loõt

laa	lã
laua	lão
laja	lãi
laca	lãc
lafa	lãng
lana	lãn
lama	lãm
lava	lãp
lara	lãt

laq	loã
lauq	loão
lajq	loãi
lacq	loãc
lafq	loãng
lanq	loãn
lamq	loãm
lavq	loãp
larq	loãt

lea	lẽ
leua	lẽo
leja	lẽi
leca	lẽc
lefa	lẽng
lena	lẽn
lema	lẽm
leva	lẽp
lera	lẽt

leq	loẽ
leuq	loẽo
lejq	loẽi
lecq	loẽc
lefq	loẽng
lenq	loẽn
lemq	loẽm
levq	loẽp
lerq	loẽt

lda	lễ
ldua	lễu
ldja	lễy
ldca	lễch
ldfa	lễnh
ldna	lễn
ldma	lễm
ldva	lễp
ldra	lễt

ldq	luễ
lduq	luễu
ldjq	luễy
ldcq	luễch
ldfq	luễnh
ldnq	luễn
ldmq	luễm
ldvq	luễp
ldrq	luễt

lia	lĩ
liua	lĩu
lija	lỹ
lica	lĩch
lifa	lĩnh
lina	lĩn
lima	lĩm
liva	lĩp
lira	lĩt

liq	luĩ
liuq	luỹu
lijq	luỹ
licq	luỹch
lifq	luỹnh
linq	luỹn
limq	luỹm
livq	luỹp
lirq	luỹt

lka	lĩa
lkua	liễu
lkja	liễy
lkca	liễc
lkfa	liễng
lkna	liễn
lkma	liễm
lkva	liễp
lkra	liễt

lkq	luỹa
lkuq	luyễu
lkjq	luyễy
lkcq	luyễc
lkfq	luyễng
lknq	luyễn
lkmq	luyễm
lkvq	luyễp
lkrq	luyễt

lla	lỗ
llua	lỗu
llja	lỗi
llca	lỗc
llfa	lỗng
llna	lỗn
llma	lỗm
llva	lỗp
llra	lỗt

llq	loỗ
lluq	loỗu
lljq	loỗi
llcq	loỗc
llfq	loỗng
llnq	loỗn
llmq	loỗm
llvq	loỗp
llrq	loỗt

lsa	lãnh
lsua	lẫu
lsja	lẫy
lsca	lẫc
lsfa	lẫng
lsna	lẫn
lsma	lẫm
lsva	lẫp
lsra	lẫt

lsq	loãnh
lsuq	luẫu
lsjq	luẫy
lscq	luẫc
lsfq	luẫng
lsnq	luẫn
lsmq	luẫm
lsvq	luẫp
lsrq	luẫt

lqa	lãch
lqua	lãu
lqja	lãy
lqca	lẵc
lqfa	lẵng
lqna	lẵn
lqma	lẵm
lqva	lẵp
lqra	lẵt

lqq	loãch
lquq	loãu
lqjq	loãy
lqcq	loẵc
lqfq	loẵng
lqnq	loẵn
lqmq	loẵm
lqvq	loẵp
lqrq	loẵt

lta	lữ
ltua	lữu
ltja	lữi
ltca	lữc
ltfa	lững
ltna	lữn
ltma	lữm
ltva	lữp
ltra	lữt

ltq	lữa
ltuq	lưỡu
ltjq	lưỡi
ltcq	lưỡc
ltfq	lưỡng
ltnq	lưỡn
ltmq	lưỡm
ltvq	lưỡp
ltrq	lưỡt

lpa	lũ
lpua	lũu
lpja	lũi
lpca	lũc
lpfa	lũng
lpna	lũn
lpma	lũm
lpva	lũp
lpra	lũt

lpq	lũa
lpuq	luỗu
lpjq	luỗi
lpcq	luỗc
lpfq	luỗng
lpnq	luỗn
lpmq	luỗm
lpvq	luỗp
lprq	luỗt

nwa	nỡ
nwua	nỡu
nwja	nỡi
nwca	nỡc
nwfa	nỡng
nwna	nỡn
nwma	nỡm
nwva	nỡp
nwra	nỡt

nwq	nuỡ
nwuq	nuỡu
nwjq	nuỡi
nwcq	nuỡc
nwfq	nuỡng
nwnq	nuỡn
nwmq	nuỡm
nwvq	nuỡp
nwrq	nuỡt

noa	nõ
noua	nõu
noja	nõi
noca	nõc
nofa	nõng
nona	nõn
noma	nõm
nova	nõp
nora	nõt

noq	noõ
nouq	noõu
nojq	noõi
nocq	noõc
nofq	noõng
nonq	noõn
nomq	noõm
novq	noõp
norq	noõt

naa	nã
naua	não
naja	nãi
naca	nãc
nafa	nãng
nana	nãn
nama	nãm
nava	nãp
nara	nãt

naq	noã
nauq	noão
najq	noãi
nacq	noãc
nafq	noãng
nanq	noãn
namq	noãm
navq	noãp
narq	noãt

nea	nẽ
neua	nẽo
neja	nẽi
neca	nẽc
nefa	nẽng
nena	nẽn
nema	nẽm
neva	nẽp
nera	nẽt

neq	noẽ
neuq	noẽo
nejq	noẽi
necq	noẽc
nefq	noẽng
nenq	noẽn
nemq	noẽm
nevq	noẽp
nerq	noẽt

nda	nễ
ndua	nễu
ndja	nễy
ndca	nễch
ndfa	nễnh
ndna	nễn
ndma	nễm
ndva	nễp
ndra	nễt

ndq	nuễ
nduq	nuễu
ndjq	nuễy
ndcq	nuễch
ndfq	nuễnh
ndnq	nuễn
ndmq	nuễm
ndvq	nuễp
ndrq	nuễt

nia	nĩ
niua	nĩu
nija	nỹ
nica	nĩch
nifa	nĩnh
nina	nĩn
nima	nĩm
niva	nĩp
nira	nĩt

niq	nuĩ
niuq	nuỹu
nijq	nuỹ
nicq	nuỹch
nifq	nuỹnh
ninq	nuỹn
nimq	nuỹm
nivq	nuỹp
nirq	nuỹt

nka	nĩa
nkua	niễu
nkja	niễy
nkca	niễc
nkfa	niễng
nkna	niễn
nkma	niễm
nkva	niễp
nkra	niễt

nkq	nuỹa
nkuq	nuyễu
nkjq	nuyễy
nkcq	nuyễc
nkfq	nuyễng
nknq	nuyễn
nkmq	nuyễm
nkvq	nuyễp
nkrq	nuyễt

nla	nỗ
nlua	nỗu
nlja	nỗi
nlca	nỗc
nlfa	nỗng
nlna	nỗn
nlma	nỗm
nlva	nỗp
nlra	nỗt

nlq	noỗ
nluq	noỗu
nljq	noỗi
nlcq	noỗc
nlfq	noỗng
nlnq	noỗn
nlmq	noỗm
nlvq	noỗp
nlrq	noỗt

nsa	nãnh
nsua	nẫu
nsja	nẫy
nsca	nẫc
nsfa	nẫng
nsna	nẫn
nsma	nẫm
nsva	nẫp
nsra	nẫt

nsq	noãnh
nsuq	nuẫu
nsjq	nuẫy
nscq	nuẫc
nsfq	nuẫng
nsnq	nuẫn
nsmq	nuẫm
nsvq	nuẫp
nsrq	nuẫt

nqa	nãch
nqua	nãu
nqja	nãy
nqca	nẵc
nqfa	nẵng
nqna	nẵn
nqma	nẵm
nqva	nẵp
nqra	nẵt

nqq	noãch
nquq	noãu
nqjq	noãy
nqcq	noẵc
nqfq	noẵng
nqnq	noẵn
nqmq	noẵm
nqvq	noẵp
nqrq	noẵt

nta	nữ
ntua	nữu
ntja	nữi
ntca	nữc
ntfa	nững
ntna	nữn
ntma	nữm
ntva	nữp
ntra	nữt

ntq	nữa
ntuq	nưỡu
ntjq	nưỡi
ntcq	nưỡc
ntfq	nưỡng
ntnq	nưỡn
ntmq	nưỡm
ntvq	nưỡp
ntrq	nưỡt

npa	nũ
npua	nũu
npja	nũi
npca	nũc
npfa	nũng
npna	nũn
npma	nũm
npva	nũp
npra	nũt

npq	nũa
npuq	nuỗu
npjq	nuỗi
npcq	nuỗc
npfq	nuỗng
npnq	nuỗn
npmq	nuỗm
npvq	nuỗp
nprq	nuỗt

iwa	nhỡ
iwua	nhỡu
iwja	nhỡi
iwca	nhỡc
iwfa	nhỡng
iwna	nhỡn
iwma	nhỡm
iwva	nhỡp
iwra	nhỡt

iwq	nhuỡ
iwuq	nhuỡu
iwjq	nhuỡi
iwcq	nhuỡc
iwfq	nhuỡng
iwnq	nhuỡn
iwmq	nhuỡm
iwvq	nhuỡp
iwrq	nhuỡt

ioa	nhõ
ioua	nhõu
ioja	nhõi
ioca	nhõc
iofa	nhõng
iona	nhõn
ioma	nhõm
iova	nhõp
iora	nhõt

ioq	nhoõ
iouq	nhoõu
iojq	nhoõi
iocq	nhoõc
iofq	nhoõng
ionq	nhoõn
iomq	nhoõm
iovq	nhoõp
iorq	nhoõt

iaa	nhã
iaua	nhão
iaja	nhãi
iaca	nhãc
iafa	nhãng
iana	nhãn
iama	nhãm
iava	nhãp
iara	nhãt

iaq	nhoã
iauq	nhoão
iajq	nhoãi
iacq	nhoãc
iafq	nhoãng
ianq	nhoãn
iamq	nhoãm
iavq	nhoãp
iarq	nhoãt

iea	nhẽ
ieua	nhẽo
ieja	nhẽi
ieca	nhẽc
iefa	nhẽng
iena	nhẽn
iema	nhẽm
ieva	nhẽp
iera	nhẽt

ieq	nhoẽ
ieuq	nhoẽo
iejq	nhoẽi
iecq	nhoẽc
